Customer_ID,Age_Group,Income_Level,City_ID,Preferred_Flavor,Purchase_Frequency,Price_Sensitivity,Preferred_Channel,Active
cust_000035,26-35,478821.9837437456,CT014,Orange,1.0,Low,Q-commerce,1
cust_000036,46-55,145251.06898028468,CT020,Orange,5.0,High,General Trade,1
cust_000037,55+,384290.68447518,CT020,Guava,3.0,Medium,General Trade,0
cust_000038,26-35,128633.91712157756,CT019,Mixed Fruit,4.0,Medium,Q-commerce,1
cust_000039,18-25,284216.5716992183,CT018,Apple,1.0,High,Q-commerce,0
cust_000040,36-45,148557.54926261774,CT004,Guava,2.0,High,Q-commerce,1
cust_000041,18-25,343100.8044374009,CT015,Mixed Fruit,4.0,Medium,Modern Trade,0
cust_000042,36-45,265845.55808909563,CT016,Orange,8.0,Medium,General Trade,1
cust_000043,55+,344355.904029426,CT002,Guava,2.0,High,E-commerce,1
cust_000044,26-35,249561.7325945176,CT016,Mixed Fruit,5.0,Medium,E-commerce,1
cust_000045,26-35,233335.6540578828,CT001,Guava,3.0,Low,E-commerce,1
cust_000046,26-35,146324.59722355046,CT010,Mixed Fruit,6.0,Low,Q-commerce,1
cust_000047,46-55,173477.2081176597,CT017,Apple,3.0,High,Q-commerce,0
cust_000048,55+,202431.16832665945,CT006,Orange,4.0,High,HoReCa,1
cust_000049,18-25,84679.16597359542,CT019,Apple,4.0,Low,E-commerce,1
cust_000050,18-25,503117.2316945363,CT017,Mixed Fruit,3.0,Low,E-commerce,0
cust_000051,18-25,226267.6106002205,CT016,Mixed Fruit,3.0,High,E-commerce,1
cust_000052,46-55,381287.961334285,CT016,Apple,2.0,Low,E-commerce,1
cust_000053,55+,70744.33542306384,CT003,Orange,3.0,High,General Trade,1
cust_000054,36-45,305333.6369126093,CT011,Mixed Fruit,4.0,High,General Trade,1
cust_000055,46-55,140445.6812555542,CT009,Orange,3.0,Low,Modern Trade,1
cust_000056,46-55,182785.61947308196,CT009,Orange,3.0,Low,E-commerce,0
cust_000057,46-55,281201.60919516056,CT007,Apple,2.0,Low,General Trade,1
cust_000058,36-45,244007.4101160942,CT018,Guava,2.0,High,General Trade,1
cust_000059,18-25,609577.9718352892,CT001,Mixed Fruit,1.0,Low,Q-commerce,1
cust_000060,18-25,186479.65689114103,CT019,Mixed Fruit,5.0,Low,E-commerce,1
cust_000061,18-25,668611.0399583798,CT004,Apple,3.0,Low,E-commerce,1
cust_000062,18-25,287699.27127999306,CT002,Orange,3.0,Low,Q-commerce,0
cust_000063,26-35,349912.6763554575,CT012,Mixed Fruit,6.0,High,Q-commerce,0
cust_000064,18-25,487838.5293858282,CT012,Mixed Fruit,3.0,Medium,Q-commerce,1
cust_000065,18-25,103553.97368079067,CT014,Guava,0.0,High,E-commerce,0
cust_000066,46-55,260248.6112233477,CT011,Mixed Fruit,4.0,High,Modern Trade,1
cust_000067,26-35,105068.7144612806,CT019,Orange,2.0,Medium,E-commerce,1
cust_000068,46-55,208512.48449205887,CT003,Apple,4.0,Low,Modern Trade,0
cust_000069,55+,559357.6100483864,CT006,Orange,2.0,High,E-commerce,1
cust_000070,26-35,380125.06127344485,CT011,Apple,3.0,High,Q-commerce,1
cust_000071,26-35,183101.2900490064,CT020,Orange,1.0,Medium,E-commerce,1
cust_000072,36-45,207781.63671996,CT019,Guava,5.0,High,Q-commerce,1
cust_000073,36-45,265030.0322663807,CT017,Guava,5.0,High,Q-commerce,1
cust_000074,36-45,399514.3857685244,CT016,Guava,2.0,Low,Modern Trade,1
cust_000075,36-45,304557.5153899264,CT011,Guava,6.0,Medium,General Trade,1
cust_000076,26-35,87914.36906507595,CT019,Orange,2.0,High,Q-commerce,1
cust_000077,46-55,306601.4539136077,CT002,Orange,3.0,Medium,Modern Trade,1
cust_000078,46-55,530738.57450718,CT014,Guava,6.0,Medium,HoReCa,1
cust_000079,36-45,836487.1284066879,CT002,Orange,4.0,Low,General Trade,1
cust_000080,26-35,491057.5016282111,CT002,Guava,2.0,Medium,Q-commerce,0
cust_000081,18-25,249827.0749028499,CT020,Mixed Fruit,2.0,Low,E-commerce,0
cust_000082,36-45,78383.14331133942,CT013,Orange,2.0,Medium,General Trade,1
cust_000083,55+,267850.1060155228,CT007,Mixed Fruit,1.0,Low,General Trade,0
cust_000084,46-55,291165.59661897016,CT018,Guava,5.0,Medium,HoReCa,1
cust_000085,18-25,553230.8934936798,CT008,Guava,1.0,Low,Q-commerce,0
cust_000086,46-55,752364.3651846872,CT006,Orange,4.0,Low,General Trade,0
cust_000087,36-45,891863.3163576949,CT007,Mixed Fruit,3.0,Low,Modern Trade,0
cust_000088,36-45,425980.1516537829,CT006,Mixed Fruit,4.0,Low,General Trade,1
cust_000089,26-35,1365086.7778711051,CT011,Apple,1.0,High,E-commerce,1
cust_000090,36-45,134600.968060024,CT007,Apple,2.0,Low,Modern Trade,1
cust_000091,36-45,392276.20718276605,CT015,Guava,3.0,Low,Modern Trade,0
cust_000092,36-45,516168.279315149,CT012,Orange,2.0,Medium,Modern Trade,1
cust_000093,55+,198112.74255852267,CT018,Apple,3.0,Low,Modern Trade,1
cust_000094,46-55,151474.6526441308,CT019,Mixed Fruit,3.0,High,Modern Trade,1
cust_000095,36-45,143528.67216233286,CT010,Orange,4.0,Medium,General Trade,1
cust_000096,26-35,79443.94682280802,CT009,Mixed Fruit,2.0,Low,General Trade,0
cust_000097,36-45,504462.8144540105,CT006,Orange,8.0,Medium,Modern Trade,1
cust_000098,36-45,175304.2281959377,CT008,Apple,2.0,High,E-commerce,1
cust_000099,26-35,176567.11236421895,CT018,Mixed Fruit,3.0,Medium,General Trade,0
cust_000100,55+,168446.90602161322,CT003,Mixed Fruit,1.0,High,HoReCa,0
cust_000101,36-45,215953.7071618161,CT009,Apple,4.0,High,HoReCa,0
cust_000102,36-45,441110.7567395824,CT004,Orange,3.0,Low,Modern Trade,0
cust_000103,55+,148509.6012335563,CT009,Apple,4.0,High,HoReCa,1
cust_000104,36-45,252524.3016480607,CT005,Orange,2.0,High,General Trade,0
cust_000105,26-35,381037.1744579157,CT019,Mixed Fruit,6.0,Low,Q-commerce,1
cust_000106,18-25,110870.7297039865,CT010,Orange,5.0,High,E-commerce,1
cust_000107,26-35,410448.6195375362,CT014,Guava,1.0,Low,E-commerce,0
cust_000108,26-35,116248.96243106568,CT018,Mixed Fruit,2.0,High,E-commerce,1
cust_000109,46-55,66235.42422896696,CT010,Orange,4.0,High,Modern Trade,1
cust_000110,36-45,80535.98951872722,CT018,Guava,8.0,High,Q-commerce,1
cust_000111,46-55,369260.5330920167,CT013,Orange,3.0,Low,General Trade,1
cust_000112,46-55,376723.9939315576,CT001,Apple,2.0,Low,General Trade,1
cust_000113,46-55,134427.29356402566,CT020,Mixed Fruit,2.0,Medium,Modern Trade,0
cust_000114,18-25,301711.57349348726,CT016,Guava,1.0,High,E-commerce,1
cust_000115,26-35,118056.41988961736,CT003,Mixed Fruit,5.0,High,Q-commerce,0
cust_000116,46-55,573979.9546763068,CT006,Apple,3.0,High,General Trade,0
cust_000117,26-35,683650.7389908812,CT004,Apple,1.0,Low,E-commerce,1
cust_000118,46-55,125858.20954093062,CT008,Apple,1.0,High,General Trade,1
cust_000119,36-45,466613.3824760719,CT001,Guava,0.0,Low,HoReCa,1
cust_000120,36-45,601661.1314162911,CT006,Apple,0.0,Low,General Trade,1
cust_000121,55+,113817.7616501096,CT009,Mixed Fruit,4.0,Medium,Q-commerce,1
cust_000122,55+,146838.98213459327,CT008,Apple,1.0,Low,General Trade,0
cust_000123,36-45,776534.1065019361,CT012,Guava,4.0,Low,Modern Trade,1
cust_000124,46-55,416330.9718659867,CT006,Apple,7.0,Medium,HoReCa,1
cust_000125,36-45,257484.8151803196,CT017,Guava,1.0,High,HoReCa,1
cust_000126,26-35,469253.14682043815,CT015,Orange,4.0,High,E-commerce,1
cust_000127,46-55,142540.48288457506,CT008,Apple,2.0,High,Modern Trade,1
cust_000128,46-55,164625.3618791695,CT003,Orange,3.0,Low,General Trade,0
cust_000129,36-45,174961.57931979105,CT018,Orange,4.0,High,General Trade,1
cust_000130,36-45,208312.33046865705,CT017,Apple,5.0,Medium,General Trade,1
cust_000131,36-45,167431.92574167866,CT003,Mixed Fruit,3.0,Low,Modern Trade,1
cust_000132,36-45,375275.11077330704,CT018,Apple,2.0,Low,General Trade,1
cust_000133,18-25,147214.31815823863,CT018,Guava,4.0,High,Modern Trade,1
cust_000134,46-55,270645.1145741176,CT011,Apple,3.0,High,Q-commerce,0
cust_000135,18-25,87430.05332639987,CT010,Apple,3.0,Medium,E-commerce,0
cust_000136,55+,128715.55137056913,CT013,Guava,3.0,High,Modern Trade,0
cust_000137,36-45,260497.990366154,CT004,Mixed Fruit,3.0,High,Q-commerce,1
cust_000138,46-55,425904.2508875496,CT015,Mixed Fruit,2.0,Medium,E-commerce,1
cust_000139,18-25,681296.4144770824,CT001,Mixed Fruit,4.0,Low,Q-commerce,1
cust_000140,36-45,164425.94695751643,CT007,Orange,2.0,High,E-commerce,1
cust_000141,26-35,150360.95092988265,CT010,Apple,4.0,Medium,E-commerce,1
cust_000142,46-55,112053.95087073154,CT019,Apple,6.0,Low,General Trade,1
cust_000143,36-45,97129.83644389054,CT009,Guava,4.0,High,General Trade,1
cust_000144,18-25,145679.5613914246,CT019,Mixed Fruit,2.0,High,HoReCa,1
cust_000145,46-55,117059.6284936709,CT003,Guava,2.0,Low,E-commerce,1
cust_000146,36-45,244657.21398014508,CT008,Apple,3.0,Medium,Q-commerce,1
cust_000147,18-25,248635.8203737795,CT007,Guava,3.0,Medium,Q-commerce,0
cust_000148,18-25,753201.7728962968,CT004,Orange,3.0,Low,Q-commerce,1
cust_000149,18-25,264610.41155806405,CT002,Apple,0.0,High,Modern Trade,1
cust_000150,36-45,336316.6842123014,CT018,Apple,1.0,Low,Q-commerce,0
cust_000151,36-45,730755.5904212615,CT017,Mixed Fruit,4.0,Medium,HoReCa,1
cust_000152,26-35,341020.5388064737,CT020,Mixed Fruit,2.0,High,Q-commerce,1
cust_000153,36-45,517221.3815755237,CT015,Apple,3.0,Low,Modern Trade,0
cust_000154,36-45,100957.73020568996,CT013,Apple,9.0,High,Modern Trade,1
cust_000155,36-45,403934.4636761468,CT007,Apple,6.0,Low,Modern Trade,1
cust_000156,36-45,355989.262677916,CT008,Guava,5.0,High,Modern Trade,0
cust_000157,26-35,78042.42532171753,CT009,Guava,3.0,High,E-commerce,1
cust_000158,26-35,416405.3836461305,CT006,Mixed Fruit,2.0,Medium,HoReCa,1
cust_000159,18-25,556062.658638439,CT015,Mixed Fruit,3.0,High,E-commerce,0
cust_000160,26-35,260139.66257422985,CT005,Apple,5.0,High,Q-commerce,1
cust_000161,36-45,566642.0495768444,CT012,Orange,3.0,Medium,General Trade,1
cust_000162,26-35,104663.90503686402,CT020,Apple,8.0,High,E-commerce,0
cust_000163,26-35,718846.2767394418,CT004,Apple,1.0,Low,E-commerce,0
cust_000164,46-55,150193.52543268894,CT013,Orange,3.0,High,Modern Trade,1
cust_000165,46-55,309490.8180634985,CT001,Orange,0.0,High,Modern Trade,1
cust_000166,55+,970111.8963147702,CT015,Guava,0.0,Low,General Trade,1
cust_000167,46-55,220258.7661722368,CT006,Orange,2.0,Medium,General Trade,1
cust_000168,26-35,228376.08807521785,CT007,Mixed Fruit,2.0,High,E-commerce,1
cust_000169,26-35,184638.44081138892,CT008,Orange,2.0,High,E-commerce,1
cust_000170,26-35,278907.0189848183,CT018,Orange,4.0,High,E-commerce,1
cust_000171,46-55,252207.5331562076,CT018,Apple,4.0,High,General Trade,1
cust_000172,26-35,155299.25077424757,CT014,Orange,3.0,High,Q-commerce,0
cust_000173,46-55,964852.1912054954,CT006,Apple,2.0,Medium,HoReCa,1
cust_000174,18-25,618969.0930028316,CT006,Apple,5.0,Low,E-commerce,1
cust_000175,18-25,77553.16025731828,CT002,Mixed Fruit,3.0,High,Q-commerce,1
cust_000176,36-45,101177.53021119568,CT010,Guava,1.0,Low,General Trade,1
cust_000177,46-55,600017.6378650148,CT008,Guava,6.0,Low,HoReCa,1
cust_000178,18-25,487505.87015293137,CT002,Orange,1.0,Low,Q-commerce,0
cust_000179,26-35,58883.18031356812,CT009,Guava,2.0,Low,E-commerce,0
cust_000180,36-45,820365.1508009488,CT015,Apple,1.0,Low,Q-commerce,0
cust_000181,26-35,289976.372740378,CT016,Guava,3.0,High,E-commerce,0
cust_000182,46-55,170203.26560003802,CT001,Orange,0.0,High,General Trade,0
cust_000183,26-35,188950.5965412139,CT015,Orange,4.0,Medium,E-commerce,1
cust_000184,26-35,582077.0400897994,CT007,Apple,3.0,Low,Q-commerce,1
cust_000185,55+,244345.36878165315,CT008,Orange,4.0,Low,Modern Trade,1
cust_000186,36-45,158929.78854312885,CT009,Mixed Fruit,3.0,Medium,General Trade,1
cust_000187,36-45,170532.16785449238,CT014,Orange,10.0,High,Modern Trade,1
cust_000188,46-55,556508.1159319113,CT008,Orange,3.0,Medium,General Trade,0
cust_000189,55+,268342.6408860497,CT013,Apple,2.0,Medium,HoReCa,1
cust_000190,36-45,293880.2200594364,CT018,Guava,6.0,High,General Trade,1
cust_000191,18-25,725193.2881543235,CT016,Orange,1.0,Low,Modern Trade,1
cust_000192,55+,122583.7223189796,CT003,Apple,3.0,Low,Q-commerce,1
cust_000193,55+,453538.4898782126,CT015,Apple,0.0,High,Modern Trade,1
cust_000194,26-35,558889.2064595798,CT002,Apple,6.0,Medium,Q-commerce,0
cust_000195,26-35,318679.234081726,CT020,Orange,4.0,Medium,Modern Trade,0
cust_000196,36-45,196395.7079263422,CT008,Orange,3.0,Low,General Trade,0
cust_000197,18-25,392086.26294841047,CT004,Orange,0.0,Low,E-commerce,1
cust_000198,36-45,473531.2722575006,CT006,Apple,3.0,High,E-commerce,1
cust_000199,36-45,295207.8567160453,CT020,Mixed Fruit,4.0,High,HoReCa,1
cust_000200,36-45,184267.1854547097,CT019,Orange,6.0,Medium,Modern Trade,1
cust_000201,36-45,218013.25520609657,CT016,Apple,5.0,Medium,Q-commerce,1
cust_000202,55+,1302029.4415706245,CT004,Orange,4.0,Medium,General Trade,0
cust_000203,18-25,199048.09796274416,CT003,Apple,3.0,High,E-commerce,1
cust_000204,46-55,189874.3293735931,CT013,Orange,0.0,High,Modern Trade,1
cust_000205,26-35,302679.4830182005,CT002,Apple,0.0,Medium,E-commerce,1
cust_000206,36-45,411250.2726390751,CT012,Apple,3.0,Medium,Modern Trade,0
cust_000207,26-35,498568.39930235775,CT012,Orange,0.0,Medium,Q-commerce,1
cust_000208,26-35,292310.41652487294,CT012,Orange,5.0,Low,General Trade,0
cust_000209,36-45,111362.1669487458,CT009,Orange,3.0,High,General Trade,1
cust_000210,26-35,215273.17692148787,CT011,Mixed Fruit,5.0,High,E-commerce,1
cust_000211,18-25,125210.627683001,CT017,Guava,3.0,High,Modern Trade,0
cust_000212,26-35,863647.3078135859,CT012,Mixed Fruit,5.0,Low,E-commerce,1
cust_000213,36-45,535796.2764380496,CT015,Apple,2.0,Medium,General Trade,1
cust_000214,36-45,638265.5324761575,CT006,Apple,4.0,Low,E-commerce,1
cust_000215,26-35,363396.8825708666,CT020,Mixed Fruit,2.0,Medium,Q-commerce,1
cust_000216,36-45,215802.2570095536,CT001,Mixed Fruit,2.0,High,Modern Trade,1
cust_000217,55+,1186901.9984643322,CT016,Guava,4.0,Low,Q-commerce,0
cust_000218,55+,342132.8959748666,CT008,Orange,0.0,Medium,E-commerce,1
cust_000219,55+,305634.14888495306,CT020,Mixed Fruit,0.0,High,Modern Trade,1
cust_000220,55+,558659.5998838644,CT015,Guava,2.0,Medium,HoReCa,1
cust_000221,18-25,243267.64207455868,CT003,Apple,1.0,Medium,E-commerce,0
cust_000222,36-45,87424.62279247165,CT003,Orange,1.0,Low,Modern Trade,1
cust_000223,26-35,390841.7978556012,CT014,Guava,2.0,High,Q-commerce,1
cust_000224,36-45,161233.7527106425,CT016,Mixed Fruit,3.0,High,General Trade,0
cust_000225,26-35,227170.69187973792,CT013,Guava,3.0,High,Modern Trade,0
cust_000226,26-35,748948.2642134884,CT002,Mixed Fruit,4.0,Low,E-commerce,0
cust_000227,36-45,294536.8334653654,CT019,Orange,3.0,Low,General Trade,1
cust_000228,36-45,230075.7690931665,CT009,Mixed Fruit,6.0,Medium,HoReCa,0
cust_000229,26-35,351282.08042915707,CT003,Guava,2.0,High,Q-commerce,1
cust_000230,18-25,583563.1375758734,CT014,Orange,1.0,Low,Q-commerce,1
cust_000231,26-35,528406.3931923717,CT001,Guava,0.0,High,E-commerce,0
cust_000232,36-45,138194.42391169377,CT010,Apple,4.0,High,General Trade,1
cust_000233,26-35,1000084.1478735724,CT014,Orange,5.0,High,Modern Trade,1
cust_000234,46-55,255478.13649312637,CT013,Mixed Fruit,2.0,High,General Trade,1
cust_000235,26-35,180964.01441065676,CT020,Guava,4.0,High,Q-commerce,0
cust_000236,26-35,56358.16852665992,CT013,Guava,2.0,Medium,Q-commerce,1
cust_000237,46-55,126764.98439772445,CT020,Guava,4.0,High,General Trade,1
cust_000238,26-35,159018.24122425675,CT019,Guava,2.0,Medium,Modern Trade,1
cust_000239,26-35,502234.9407891064,CT008,Orange,0.0,Low,General Trade,1
cust_000240,46-55,502752.801707247,CT014,Mixed Fruit,5.0,Medium,Modern Trade,1
cust_000241,55+,135578.97605266463,CT009,Mixed Fruit,1.0,Low,HoReCa,1
cust_000242,36-45,112360.8683901164,CT020,Orange,2.0,Low,HoReCa,1
cust_000243,26-35,244010.59789165607,CT006,Apple,5.0,High,E-commerce,1
cust_000244,55+,155995.30662473367,CT014,Apple,2.0,Medium,Modern Trade,1
cust_000245,36-45,490543.28107569134,CT004,Mixed Fruit,4.0,High,General Trade,1
cust_000246,36-45,175350.31278912266,CT020,Guava,3.0,Medium,General Trade,0
cust_000247,46-55,85127.05009475508,CT003,Apple,3.0,High,General Trade,1
cust_000248,26-35,328957.939730192,CT008,Apple,0.0,Medium,Q-commerce,0
cust_000249,55+,438816.3420589181,CT006,Guava,1.0,Medium,Modern Trade,1
cust_000250,46-55,521923.9507401479,CT014,Orange,3.0,High,General Trade,1
cust_000251,55+,330894.8100220422,CT007,Guava,1.0,Medium,General Trade,1
cust_000252,26-35,503435.0308181011,CT015,Orange,1.0,Low,Q-commerce,0
cust_000253,18-25,268187.3759692677,CT014,Apple,4.0,Medium,Q-commerce,1
cust_000254,26-35,235366.01515637597,CT014,Apple,4.0,High,Q-commerce,0
cust_000255,26-35,132459.38719443802,CT010,Apple,1.0,High,E-commerce,1
cust_000256,26-35,197932.60376279088,CT014,Apple,4.0,High,Modern Trade,1
cust_000257,46-55,106425.39722548572,CT010,Apple,4.0,Medium,General Trade,1
cust_000258,26-35,372839.1460090471,CT001,Orange,3.0,Low,Q-commerce,1
cust_000259,18-25,234335.59370276827,CT011,Mixed Fruit,3.0,Medium,Q-commerce,1
cust_000260,36-45,628948.8899005989,CT001,Mixed Fruit,2.0,High,E-commerce,1
cust_000261,18-25,1047742.0836398996,CT014,Apple,4.0,Medium,Q-commerce,0
cust_000262,36-45,607149.9570099921,CT015,Apple,4.0,Medium,Modern Trade,0
cust_000263,26-35,873205.075270379,CT017,Guava,3.0,Medium,E-commerce,1
cust_000264,26-35,409073.6883575625,CT008,Orange,1.0,High,Q-commerce,1
cust_000265,46-55,155613.55665231348,CT019,Apple,2.0,High,HoReCa,0
cust_000266,18-25,374232.53504002606,CT012,Guava,5.0,High,General Trade,0
cust_000267,26-35,1106052.8173038273,CT001,Apple,3.0,Low,Modern Trade,1
cust_000268,36-45,51772.51093585412,CT019,Orange,2.0,High,Modern Trade,1
cust_000269,26-35,756345.5076926677,CT017,Guava,3.0,Low,E-commerce,1
cust_000270,55+,263957.68597567186,CT013,Mixed Fruit,5.0,Medium,E-commerce,1
cust_000271,26-35,150688.0153695831,CT002,Mixed Fruit,6.0,High,E-commerce,1
cust_000272,26-35,373061.1786202568,CT017,Guava,3.0,Medium,Q-commerce,1
cust_000273,18-25,400070.43821819697,CT001,Apple,3.0,High,Q-commerce,1
cust_000274,36-45,306877.4676892113,CT011,Orange,3.0,High,Modern Trade,1
cust_000275,26-35,186316.56124078808,CT020,Orange,3.0,Medium,Q-commerce,0
cust_000276,18-25,487042.8384534293,CT001,Guava,1.0,Medium,General Trade,1
cust_000277,26-35,203600.23342720745,CT010,Apple,1.0,Low,E-commerce,1
cust_000278,55+,191759.2589983955,CT003,Apple,2.0,High,E-commerce,1
cust_000279,26-35,303420.4709897556,CT012,Apple,2.0,High,E-commerce,1
cust_000280,36-45,179765.46210269645,CT003,Orange,10.0,Medium,Modern Trade,1
cust_000281,18-25,350986.81703756854,CT016,Guava,6.0,Low,HoReCa,1
cust_000282,18-25,281171.1016740938,CT014,Orange,0.0,Medium,E-commerce,1
cust_000283,36-45,188556.79582446444,CT006,Orange,10.0,High,Q-commerce,1
cust_000284,46-55,332736.22090415907,CT006,Orange,3.0,High,General Trade,1
cust_000285,36-45,393222.16543154174,CT008,Guava,3.0,Medium,General Trade,0
cust_000286,36-45,349588.06134395464,CT017,Orange,3.0,Medium,E-commerce,0
cust_000287,36-45,251631.73400858731,CT016,Apple,7.0,High,HoReCa,0
cust_000288,26-35,260486.9945629024,CT007,Orange,4.0,High,E-commerce,1
cust_000289,26-35,601126.4430945964,CT005,Orange,2.0,Low,E-commerce,1
cust_000290,26-35,437935.4145845432,CT008,Apple,3.0,Low,Q-commerce,0
cust_000291,18-25,1181997.060273236,CT006,Guava,3.0,High,E-commerce,1
cust_000292,46-55,630463.1524328513,CT016,Mixed Fruit,3.0,Low,General Trade,1
cust_000293,46-55,385487.9317628973,CT005,Orange,2.0,Medium,General Trade,0
cust_000294,46-55,225711.6383393096,CT014,Orange,4.0,Medium,Modern Trade,1
cust_000295,26-35,310707.48211779125,CT008,Guava,3.0,High,Q-commerce,1
cust_000296,36-45,440354.2645777496,CT014,Orange,4.0,Medium,E-commerce,1
cust_000297,26-35,130299.44664068164,CT003,Mixed Fruit,2.0,High,E-commerce,1
cust_000298,55+,252600.54783212772,CT016,Mixed Fruit,4.0,Low,HoReCa,1
cust_000299,46-55,425232.38955263817,CT001,Guava,4.0,Low,Modern Trade,1
cust_000300,55+,570803.8427933626,CT006,Mixed Fruit,2.0,Low,Modern Trade,0
cust_000301,46-55,273461.2953753181,CT004,Mixed Fruit,5.0,Medium,Modern Trade,1
cust_000302,26-35,566910.1939273652,CT001,Guava,4.0,High,Q-commerce,1
cust_000303,36-45,683411.5406505303,CT001,Mixed Fruit,4.0,Medium,Q-commerce,1
cust_000304,55+,64557.63798515408,CT019,Guava,0.0,Low,General Trade,0
cust_000305,36-45,228579.2867145576,CT019,Apple,7.0,High,General Trade,1
cust_000306,36-45,320392.81950176693,CT010,Orange,4.0,High,General Trade,1
cust_000307,36-45,410666.1054747182,CT004,Apple,3.0,Low,Modern Trade,1
cust_000308,46-55,443313.66776755993,CT002,Apple,2.0,Medium,General Trade,1
cust_000309,36-45,133863.1550273514,CT009,Mixed Fruit,6.0,Medium,Modern Trade,1
cust_000310,46-55,130972.74310798632,CT013,Orange,3.0,Low,General Trade,1
cust_000311,36-45,242329.57600749275,CT009,Orange,5.0,Medium,Modern Trade,1
cust_000312,46-55,835596.6894739808,CT004,Guava,4.0,High,HoReCa,1
cust_000313,18-25,142196.81298924875,CT010,Orange,2.0,Low,Q-commerce,1
cust_000314,46-55,506402.1755257651,CT017,Apple,3.0,Medium,E-commerce,1
cust_000315,46-55,888973.9367862598,CT002,Orange,3.0,High,General Trade,1
cust_000316,46-55,87173.82848143148,CT013,Guava,2.0,High,Q-commerce,1
cust_000317,26-35,441873.3738296758,CT006,Apple,2.0,Low,Q-commerce,1
cust_000318,18-25,310826.3313401632,CT005,Apple,5.0,Medium,E-commerce,1
cust_000319,46-55,122398.7737895019,CT018,Orange,0.0,Medium,E-commerce,1
cust_000320,46-55,66807.26080639324,CT013,Mixed Fruit,0.0,High,General Trade,0
cust_000321,26-35,427593.8505546329,CT015,Orange,5.0,Medium,Q-commerce,1
cust_000322,26-35,476748.57046794606,CT017,Apple,4.0,High,Q-commerce,1
cust_000323,36-45,183590.40466075853,CT008,Mixed Fruit,3.0,High,E-commerce,1
cust_000324,46-55,170342.058096703,CT020,Apple,1.0,High,General Trade,0
cust_000325,36-45,202798.11578148685,CT002,Apple,6.0,High,Modern Trade,1
cust_000326,55+,210839.46633138356,CT010,Orange,1.0,Medium,General Trade,1
cust_000327,46-55,468794.3003956559,CT015,Orange,5.0,Medium,Modern Trade,1
cust_000328,36-45,130164.00988203216,CT019,Mixed Fruit,1.0,Medium,HoReCa,1
cust_000329,18-25,175722.8988208097,CT011,Orange,3.0,Low,E-commerce,1
