Date,Units_Sold,Sales,Selling_Price,Population_Density(persons/km),Per_Capita_Income (INR),City_Name_Ahmedabad,City_Name_Bengaluru,City_Name_Bhopal,City_Name_Chandigarh,City_Name_Chennai,City_Name_Delhi,City_Name_Guwahati,City_Name_Hyderabad,City_Name_Jaipur,City_Name_Jammu,City_Name_Kochi,City_Name_Kolkata,City_Name_Lucknow,City_Name_Ludhiana,City_Name_Mumbai,City_Name_Nagpur,City_Name_Patna,City_Name_Pune,City_Name_Surat,City_Name_Visakhapatnam,City_tier_Tier 1,City_tier_Tier 2,Flavor Variant_Apple,Flavor Variant_Guava,Flavor Variant_Mixed Fruit,Flavor Variant_Orange,Pack Size (L)_0.135,Pack Size (L)_0.25,Pack Size (L)_1.0
2023-01-21,137062,2964157.2,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-01-22,137805,2871594.0,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-01-23,132842,2905114.5,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-01-24,136682,2940580.5,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-01-25,136767,2918967.0,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-01-26,139506,3002332.2,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-01-27,137611,2864099.4,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-01-28,136828,3004120.2,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-01-29,136652,2901935.1,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-01-30,135926,3019308.6,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-01-31,137728,2933869.2,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-01,143296,3012819.9,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-02,138895,2923782.3,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-03,137131,2984525.4,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-04,139694,2967243.9,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-05,141172,2999039.4,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-06,140485,2918337.0,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-07,134451,2992219.2,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-08,142758,3027043.8,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-09,143693,3021274.2,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-10,137698,2993088.9,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-11,140798,3045169.8,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-12,141350,3005528.7,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-13,140577,3003271.5,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-14,143145,3127460.1,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-15,143634,3047913.9,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-16,141610,3096669.3,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-17,144348,3034948.2,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-18,145709,3072191.7,30.67142857142857,8730.2,313292.1,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,168,252,40,0,200,180,20,160,240
2023-02-19,158178,3117815.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-02-20,157880,3080789.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-02-21,161071,3105468.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-02-22,161927,3187303.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-02-23,163613,3118148.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-02-24,165439,3161554.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-02-25,160640,3129680.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-02-26,164340,3217908.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-02-27,164841,3175744.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-02-28,163820,3086106.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-01,168691,3249789.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-02,163170,3154535.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-03,164348,3250644.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-04,168838,3207651.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-05,166405,3216211.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-06,169477,3269241.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-07,167633,3269848.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-08,171267,3281945.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-09,170394,3283496.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-10,260606,4933969.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-11,172759,3219322.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-12,173248,3344550.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-13,173087,3265413.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-14,173245,3350035.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-15,176010,3237855.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-16,174417,3352880.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-17,176655,3472700.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-18,179459,3380972.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-19,178665,3394379.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-20,178080,3450302.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-21,183511,3526809.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-22,178938,3476253.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-23,177904,3417490.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-24,180973,3478114.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-25,178055,3504194.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-26,179033,3549880.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-27,183663,3572117.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-28,181717,3466610.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-29,185364,3454110.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-30,185175,3541062.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-03-31,188481,3609934.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-01,235695,4244709.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-02,231237,4393230.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-03,230052,4203424.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-04,240087,4188181.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-05,239787,4255677.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-06,236016,4264128.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-07,234224,4291754.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-08,235707,4358901.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-09,234429,4199265.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-10,237117,4352363.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-11,233266,4238538.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-12,250072,4464986.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-13,233604,4334374.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-14,234527,4612674.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-15,235184,4456225.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-16,240649,4476680.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-17,238579,4531398.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-18,247119,4427563.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-19,246892,4521786.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-20,248340,4390655.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-21,247293,4499784.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-22,247937,4637043.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-23,254287,4600908.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-24,243909,4482104.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-25,249945,4643441.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-26,245900,4396657.8,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-27,255800,4779935.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-28,240544,4446722.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-29,250176,4623599.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-04-30,243467,4577247.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-01,256632,4591719.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-02,262110,4547942.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-03,258482,4864356.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-04,258117,4779482.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-05,258283,4942278.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-06,259163,4752379.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-07,262460,4748264.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-08,264506,4782547.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-09,261873,4931373.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-10,258404,4679519.4,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-11,262056,4847470.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-12,260774,4668032.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-13,263491,4724136.9,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-14,270719,4801825.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-15,272200,4788863.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-16,275554,4885652.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-17,266498,4805877.0,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-18,263899,4896652.2,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-19,268933,4835992.5,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-20,268307,4871112.6,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-21,277672,4792277.1,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-22,263717,4848528.3,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
2023-05-23,273142,4695758.7,28.030434782608694,8730.2,313292.1,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,184,276,40,40,200,180,20,160,280
