Week_Start_Date,City_ID,Avg_Temperature,Weather_Type,Festival,City_Name,City_tier,Population_Density(persons/km),Per_Capita_Income (INR)
2023-02-20,CT020,24.4,Mild,,Jammu,Tier 2,3571,186000
2023-02-27,CT001,25.1,Mild,,Delhi,Tier 1,14893,"4,61,910"
2023-02-27,CT002,24.5,Mild,,Mumbai,Tier 1,20518,"4,00,000"
2023-02-27,CT003,24.2,Mild,,Kolkata,Tier 1,24252,171184
2023-02-27,CT004,24.7,Mild,,Chennai,Tier 1,14456,585501
2023-02-27,CT005,26.4,Mild,,Bengaluru,Tier 1,4378,352000
2023-02-27,CT006,26.2,Mild,,Hyderabad,Tier 1,10477,"4,00,000"
2023-02-27,CT007,26.0,Mild,,Ahmedabad,Tier 1,12984,302588
2023-02-27,CT008,25.3,Mild,,Pune,Tier 1,6034,336503
2023-02-27,CT009,24.0,Mild,,Jaipur,Tier 2,6502,141305
2023-02-27,CT010,23.2,Mild,,Lucknow,Tier 2,3814,105000
2023-02-27,CT011,24.2,Mild,,Kochi,Tier 2,3478,372783
2023-02-27,CT012,24.4,Mild,,Visakhapatnam,Tier 2,1809,483892
2023-02-27,CT013,23.6,Mild,,Bhopal,Tier 2,5552,147000
2023-02-27,CT014,25.5,Mild,,Chandigarh,Tier 2,9250,349000
2023-02-27,CT015,25.1,Mild,,Guwahati,Tier 2,1800,487572
2023-02-27,CT016,24.3,Mild,,Nagpur,Tier 2,9664,296607
2023-02-27,CT017,25.6,Mild,,Surat,Tier 2,8617,389810
2023-02-27,CT018,25.1,Mild,,Patna,Tier 2,2805,173305
2023-02-27,CT019,27.1,Mild,,Ludhiana,Tier 2,9750,123882
2023-02-27,CT020,24.8,Mild,,Jammu,Tier 2,3571,186000
2023-03-06,CT001,26.1,Mild,Holi,Delhi,Tier 1,14893,"4,61,910"
2023-03-06,CT002,26.4,Mild,Holi,Mumbai,Tier 1,20518,"4,00,000"
2023-03-06,CT003,26.8,Mild,Holi,Kolkata,Tier 1,24252,171184
2023-03-06,CT004,26.0,Mild,Holi,Chennai,Tier 1,14456,585501
2023-03-06,CT005,26.0,Mild,Holi,Bengaluru,Tier 1,4378,352000
2023-03-06,CT006,26.3,Mild,Holi,Hyderabad,Tier 1,10477,"4,00,000"
2023-03-06,CT007,26.3,Mild,Holi,Ahmedabad,Tier 1,12984,302588
2023-03-06,CT008,26.4,Mild,Holi,Pune,Tier 1,6034,336503
2023-03-06,CT009,26.9,Mild,Holi,Jaipur,Tier 2,6502,141305
2023-03-06,CT010,25.3,Mild,Holi,Lucknow,Tier 2,3814,105000
2023-03-06,CT011,25.1,Mild,Holi,Kochi,Tier 2,3478,372783
2023-03-06,CT012,24.6,Mild,Holi,Visakhapatnam,Tier 2,1809,483892
2023-03-06,CT013,27.2,Mild,Holi,Bhopal,Tier 2,5552,147000
2023-03-06,CT014,25.2,Mild,Holi,Chandigarh,Tier 2,9250,349000
2023-03-06,CT015,25.5,Mild,Holi,Guwahati,Tier 2,1800,487572
2023-03-06,CT016,25.6,Mild,Holi,Nagpur,Tier 2,9664,296607
2023-03-06,CT017,25.5,Mild,Holi,Surat,Tier 2,8617,389810
2023-03-06,CT018,25.3,Mild,Holi,Patna,Tier 2,2805,173305
2023-03-06,CT019,25.8,Mild,Holi,Ludhiana,Tier 2,9750,123882
2023-03-06,CT020,25.4,Mild,Holi,Jammu,Tier 2,3571,186000
2023-03-13,CT001,25.9,Mild,,Delhi,Tier 1,14893,"4,61,910"
2023-03-13,CT002,27.3,Mild,,Mumbai,Tier 1,20518,"4,00,000"
2023-03-13,CT003,25.7,Mild,,Kolkata,Tier 1,24252,171184
2023-03-13,CT004,26.4,Mild,,Chennai,Tier 1,14456,585501
2023-03-13,CT005,26.2,Mild,,Bengaluru,Tier 1,4378,352000
2023-03-13,CT006,28.3,Mild,,Hyderabad,Tier 1,10477,"4,00,000"
2023-03-13,CT007,28.8,Mild,,Ahmedabad,Tier 1,12984,302588
2023-03-13,CT008,26.7,Mild,,Pune,Tier 1,6034,336503
2023-03-13,CT009,28.3,Mild,,Jaipur,Tier 2,6502,141305
2023-03-13,CT010,27.4,Mild,,Lucknow,Tier 2,3814,105000
2023-03-13,CT011,25.4,Mild,,Kochi,Tier 2,3478,372783
2023-03-13,CT012,26.0,Mild,,Visakhapatnam,Tier 2,1809,483892
2023-03-13,CT013,29.1,Mild,,Bhopal,Tier 2,5552,147000
2023-03-13,CT014,27.1,Mild,,Chandigarh,Tier 2,9250,349000
2023-03-13,CT015,27.8,Mild,,Guwahati,Tier 2,1800,487572
2023-03-13,CT016,27.8,Mild,,Nagpur,Tier 2,9664,296607
2023-03-13,CT017,27.0,Mild,,Surat,Tier 2,8617,389810
2023-03-13,CT018,25.2,Mild,,Patna,Tier 2,2805,173305
2023-03-13,CT019,25.7,Mild,,Ludhiana,Tier 2,9750,123882
2023-03-13,CT020,27.6,Mild,,Jammu,Tier 2,3571,186000
2023-03-20,CT001,28.5,Mild,,Delhi,Tier 1,14893,"4,61,910"
2023-03-20,CT002,28.0,Mild,,Mumbai,Tier 1,20518,"4,00,000"
2023-03-20,CT003,26.5,Mild,,Kolkata,Tier 1,24252,171184
2023-03-20,CT004,27.5,Mild,,Chennai,Tier 1,14456,585501
2023-03-20,CT005,28.9,Mild,,Bengaluru,Tier 1,4378,352000
2023-03-20,CT006,27.6,Mild,,Hyderabad,Tier 1,10477,"4,00,000"
2023-03-20,CT007,30.3,Mild,,Ahmedabad,Tier 1,12984,302588
2023-03-20,CT008,28.3,Mild,,Pune,Tier 1,6034,336503
2023-03-20,CT009,27.7,Mild,,Jaipur,Tier 2,6502,141305
2023-03-20,CT010,28.4,Mild,,Lucknow,Tier 2,3814,105000
2023-03-20,CT011,29.2,Mild,,Kochi,Tier 2,3478,372783
2023-03-20,CT012,27.0,Mild,,Visakhapatnam,Tier 2,1809,483892
2023-03-20,CT013,28.6,Mild,,Bhopal,Tier 2,5552,147000
2023-03-20,CT014,29.0,Mild,,Chandigarh,Tier 2,9250,349000
2023-03-20,CT015,27.1,Mild,,Guwahati,Tier 2,1800,487572
2023-03-20,CT016,26.6,Mild,,Nagpur,Tier 2,9664,296607
2023-03-20,CT017,27.7,Mild,,Surat,Tier 2,8617,389810
2023-03-20,CT018,27.1,Mild,,Patna,Tier 2,2805,173305
2023-03-20,CT019,27.9,Mild,,Ludhiana,Tier 2,9750,123882
2023-03-20,CT020,28.3,Mild,,Jammu,Tier 2,3571,186000
2023-03-27,CT001,28.2,Mild,,Delhi,Tier 1,14893,"4,61,910"
2023-03-27,CT002,28.8,Mild,,Mumbai,Tier 1,20518,"4,00,000"
2023-03-27,CT003,30.4,Mild,,Kolkata,Tier 1,24252,171184
2023-03-27,CT004,29.4,Mild,,Chennai,Tier 1,14456,585501
2023-03-27,CT005,28.0,Mild,,Bengaluru,Tier 1,4378,352000
2023-03-27,CT006,31.3,Mild,,Hyderabad,Tier 1,10477,"4,00,000"
2023-03-27,CT007,29.9,Mild,,Ahmedabad,Tier 1,12984,302588
2023-03-27,CT008,28.3,Mild,,Pune,Tier 1,6034,336503
2023-03-27,CT009,26.1,Mild,,Jaipur,Tier 2,6502,141305
2023-03-27,CT010,29.1,Mild,,Lucknow,Tier 2,3814,105000
2023-03-27,CT011,29.3,Mild,,Kochi,Tier 2,3478,372783
2023-03-27,CT012,29.6,Mild,,Visakhapatnam,Tier 2,1809,483892
2023-03-27,CT013,29.3,Mild,,Bhopal,Tier 2,5552,147000
2023-03-27,CT014,29.4,Mild,,Chandigarh,Tier 2,9250,349000
2023-03-27,CT015,29.5,Mild,,Guwahati,Tier 2,1800,487572
2023-03-27,CT016,28.7,Mild,,Nagpur,Tier 2,9664,296607
2023-03-27,CT017,28.4,Mild,,Surat,Tier 2,8617,389810
2023-03-27,CT018,27.8,Mild,,Patna,Tier 2,2805,173305
2023-03-27,CT019,28.7,Mild,,Ludhiana,Tier 2,9750,123882
2023-03-27,CT020,29.1,Mild,,Jammu,Tier 2,3571,186000
2023-04-03,CT001,30.3,Mild,,Delhi,Tier 1,14893,"4,61,910"
2023-04-03,CT002,31.0,Mild,,Mumbai,Tier 1,20518,"4,00,000"
2023-04-03,CT003,30.6,Mild,,Kolkata,Tier 1,24252,171184
2023-04-03,CT004,31.6,Mild,,Chennai,Tier 1,14456,585501
2023-04-03,CT005,28.4,Mild,,Bengaluru,Tier 1,4378,352000
2023-04-03,CT006,31.6,Mild,,Hyderabad,Tier 1,10477,"4,00,000"
2023-04-03,CT007,28.4,Mild,,Ahmedabad,Tier 1,12984,302588
2023-04-03,CT008,31.7,Mild,,Pune,Tier 1,6034,336503
2023-04-03,CT009,31.6,Mild,,Jaipur,Tier 2,6502,141305
2023-04-03,CT010,29.0,Mild,,Lucknow,Tier 2,3814,105000
2023-04-03,CT011,29.4,Mild,,Kochi,Tier 2,3478,372783
2023-04-03,CT012,31.5,Mild,,Visakhapatnam,Tier 2,1809,483892
2023-04-03,CT013,29.4,Mild,,Bhopal,Tier 2,5552,147000
2023-04-03,CT014,29.3,Mild,,Chandigarh,Tier 2,9250,349000
2023-04-03,CT015,31.2,Mild,,Guwahati,Tier 2,1800,487572
2023-04-03,CT016,32.8,Hot,,Nagpur,Tier 2,9664,296607
2023-04-03,CT017,30.0,Mild,,Surat,Tier 2,8617,389810
2023-04-03,CT018,30.8,Mild,,Patna,Tier 2,2805,173305
2023-04-03,CT019,28.3,Mild,,Ludhiana,Tier 2,9750,123882
2023-04-03,CT020,28.7,Mild,,Jammu,Tier 2,3571,186000
2023-04-10,CT001,31.4,Mild,,Delhi,Tier 1,14893,"4,61,910"
2023-04-10,CT002,32.1,Hot,,Mumbai,Tier 1,20518,"4,00,000"
2023-04-10,CT003,32.1,Hot,,Kolkata,Tier 1,24252,171184
2023-04-10,CT004,31.4,Mild,,Chennai,Tier 1,14456,585501
2023-04-10,CT005,31.0,Mild,,Bengaluru,Tier 1,4378,352000
2023-04-10,CT006,32.5,Hot,,Hyderabad,Tier 1,10477,"4,00,000"
2023-04-10,CT007,31.1,Mild,,Ahmedabad,Tier 1,12984,302588
2023-04-10,CT008,30.2,Mild,,Pune,Tier 1,6034,336503
2023-04-10,CT009,31.1,Mild,,Jaipur,Tier 2,6502,141305
2023-04-10,CT010,32.9,Hot,,Lucknow,Tier 2,3814,105000
2023-04-10,CT011,31.3,Mild,,Kochi,Tier 2,3478,372783
2023-04-10,CT012,32.0,Mild,,Visakhapatnam,Tier 2,1809,483892
2023-04-10,CT013,31.9,Mild,,Bhopal,Tier 2,5552,147000
2023-04-10,CT014,30.5,Mild,,Chandigarh,Tier 2,9250,349000
2023-04-10,CT015,30.5,Mild,,Guwahati,Tier 2,1800,487572
2023-04-10,CT016,32.2,Hot,,Nagpur,Tier 2,9664,296607
2023-04-10,CT017,30.5,Mild,,Surat,Tier 2,8617,389810
2023-04-10,CT018,32.1,Hot,,Patna,Tier 2,2805,173305
2023-04-10,CT019,30.9,Mild,,Ludhiana,Tier 2,9750,123882
2023-04-10,CT020,32.6,Hot,,Jammu,Tier 2,3571,186000
2023-04-17,CT001,32.4,Hot,,Delhi,Tier 1,14893,"4,61,910"
2023-04-17,CT002,32.1,Hot,,Mumbai,Tier 1,20518,"4,00,000"
2023-04-17,CT003,33.6,Hot,,Kolkata,Tier 1,24252,171184
2023-04-17,CT004,32.2,Hot,,Chennai,Tier 1,14456,585501
2023-04-17,CT005,33.3,Hot,,Bengaluru,Tier 1,4378,352000
2023-04-17,CT006,32.0,Mild,,Hyderabad,Tier 1,10477,"4,00,000"
2023-04-17,CT007,32.5,Hot,,Ahmedabad,Tier 1,12984,302588
2023-04-17,CT008,31.8,Mild,,Pune,Tier 1,6034,336503
2023-04-17,CT009,32.5,Hot,,Jaipur,Tier 2,6502,141305
2023-04-17,CT010,34.3,Hot,,Lucknow,Tier 2,3814,105000
2023-04-17,CT011,32.1,Hot,,Kochi,Tier 2,3478,372783
2023-04-17,CT012,32.3,Hot,,Visakhapatnam,Tier 2,1809,483892
2023-04-17,CT013,34.9,Hot,,Bhopal,Tier 2,5552,147000
2023-04-17,CT014,34.0,Hot,,Chandigarh,Tier 2,9250,349000
2023-04-17,CT015,32.6,Hot,,Guwahati,Tier 2,1800,487572
2023-04-17,CT016,33.3,Hot,,Nagpur,Tier 2,9664,296607
2023-04-17,CT017,32.1,Hot,,Surat,Tier 2,8617,389810
2023-04-17,CT018,33.7,Hot,,Patna,Tier 2,2805,173305
2023-04-17,CT019,31.6,Mild,,Ludhiana,Tier 2,9750,123882
2023-04-17,CT020,32.7,Hot,,Jammu,Tier 2,3571,186000
2023-04-24,CT001,36.4,Hot,,Delhi,Tier 1,14893,"4,61,910"
2023-04-24,CT002,32.6,Hot,,Mumbai,Tier 1,20518,"4,00,000"
2023-04-24,CT003,33.3,Hot,,Kolkata,Tier 1,24252,171184
2023-04-24,CT004,34.2,Hot,,Chennai,Tier 1,14456,585501
2023-04-24,CT005,34.5,Hot,,Bengaluru,Tier 1,4378,352000
2023-04-24,CT006,32.2,Hot,,Hyderabad,Tier 1,10477,"4,00,000"
2023-04-24,CT007,33.8,Hot,,Ahmedabad,Tier 1,12984,302588
2023-04-24,CT008,32.5,Hot,,Pune,Tier 1,6034,336503
2023-04-24,CT009,33.3,Hot,,Jaipur,Tier 2,6502,141305
2023-04-24,CT010,33.7,Hot,,Lucknow,Tier 2,3814,105000
2023-04-24,CT011,34.1,Hot,,Kochi,Tier 2,3478,372783
2023-04-24,CT012,31.4,Mild,,Visakhapatnam,Tier 2,1809,483892
2023-04-24,CT013,34.2,Hot,,Bhopal,Tier 2,5552,147000
2023-04-24,CT014,32.1,Hot,,Chandigarh,Tier 2,9250,349000
2023-04-24,CT015,33.7,Hot,,Guwahati,Tier 2,1800,487572
2023-04-24,CT016,34.5,Hot,,Nagpur,Tier 2,9664,296607
2023-04-24,CT017,34.2,Hot,,Surat,Tier 2,8617,389810
2023-04-24,CT018,33.5,Hot,,Patna,Tier 2,2805,173305
2023-04-24,CT019,34.1,Hot,,Ludhiana,Tier 2,9750,123882
2023-04-24,CT020,34.1,Hot,,Jammu,Tier 2,3571,186000
2023-05-01,CT001,37.6,Hot,,Delhi,Tier 1,14893,"4,61,910"
2023-05-01,CT002,34.2,Hot,,Mumbai,Tier 1,20518,"4,00,000"
2023-05-01,CT003,35.2,Hot,,Kolkata,Tier 1,24252,171184
2023-05-01,CT004,34.9,Hot,,Chennai,Tier 1,14456,585501
2023-05-01,CT005,33.6,Hot,,Bengaluru,Tier 1,4378,352000
2023-05-01,CT006,34.2,Hot,,Hyderabad,Tier 1,10477,"4,00,000"
2023-05-01,CT007,36.3,Hot,,Ahmedabad,Tier 1,12984,302588
2023-05-01,CT008,34.0,Hot,,Pune,Tier 1,6034,336503
2023-05-01,CT009,33.6,Hot,,Jaipur,Tier 2,6502,141305
2023-05-01,CT010,34.2,Hot,,Lucknow,Tier 2,3814,105000
2023-05-01,CT011,36.1,Hot,,Kochi,Tier 2,3478,372783
2023-05-01,CT012,33.8,Hot,,Visakhapatnam,Tier 2,1809,483892
2023-05-01,CT013,34.4,Hot,,Bhopal,Tier 2,5552,147000
2023-05-01,CT014,36.2,Hot,,Chandigarh,Tier 2,9250,349000
